StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-18 06:53:50,2025-03-18 06:56:05,IP Address,35.145.196.81,100,134,True,2025-03-18 06:56:05,R_7rAi0UkHcYZWly1,,,,,27.935,-82.3772,anonymous,EN,YES,6,7 days,More than 2 hours,Vlogs,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't have one,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1huURkjvkLv7awsqXbOT2U,36661704,1449
2025-03-18 06:55:25,2025-03-18 06:58:25,IP Address,69.154.150.24,100,179,True,2025-03-18 06:58:25,R_3fUBl2nTKtf1gXj,,,,,42.4622,-83.3994,anonymous,EN,YES,13,7 days,1.5 hours or less,Vlogs,,7 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Disagree,MR BEAST,Disagree,Disagree,Really agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5RMed0VzncqkYtvYT5jH8z,36661704,1449
2025-03-18 06:57:38,2025-03-18 07:03:47,IP Address,172.59.67.111,100,369,True,2025-03-18 07:03:48,R_3FpLMDYqR0dRXdn,,,,,30.362,-81.6919,anonymous,EN,YES,11,7 days,2 hours or less,Educational,,7 days,1 hour or less,Agree,Agree,Agree,Agree,youtube playback,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,58g1kyGweTPGbc74BmIS7B,36661704,1449
2025-03-18 07:01:05,2025-03-18 07:04:54,IP Address,172.56.91.254,100,228,True,2025-03-18 07:04:54,R_1ZTTlWzEHuPz5TB,,,,,30.3773,-97.71,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Agree,Disagree,Disagree,Neither agree nor disagree,Mr beast,Agree,Agree,Agree,Disagree,Disagree,I don't know,Agree,Disagree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2mgIZOTF4AtZ64dqnQHtHL,36661704,1449
2025-03-18 07:20:13,2025-03-18 07:25:27,IP Address,206.255.70.106,100,314,True,2025-03-18 07:25:28,R_3EhbGe32R9vhuz8,,,,,34.5268,-92.9587,anonymous,EN,YES,9,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Aphmau,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5XEpMvtHFCUOhz3LCCuvVR,36661704,1449
2025-03-18 07:43:24,2025-03-18 07:46:49,IP Address,47.20.130.17,100,205,True,2025-03-18 07:46:50,R_3jKoOEDmrn2mTqp,,,,,41.0965,-73.4277,anonymous,EN,YES,13,7 days,1.5 hours or less,Vlogs,,3 days,45 minutes or less,Disagree,Agree,Really disagree,Neither agree nor disagree,MrBeast,Disagree,Disagree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,35NOReUG9utZbp5bg7bbpD,36661704,1449
2025-03-18 08:16:37,2025-03-18 08:21:31,IP Address,172.56.199.71,100,293,True,2025-03-18 08:21:31,R_72skf1xH0uWwHVY,,,,,42.3427,-71.0922,anonymous,EN,YES,12,5 days,2 hours or less,Crafts/do-it-yourself (DIY),,4 days,45 minutes or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Emme Smith,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3aTtCPC8KLtuWIChjHL9Gg,36661704,1449
2025-03-18 08:20:12,2025-03-18 08:34:09,IP Address,174.249.80.118,100,836,True,2025-03-18 08:34:09,R_6Pkg6dDEptc1oIG,,,,,40.2626,-75.6151,anonymous,EN,YES,8,7 days,1 hour or less,Makeup/Fashion,,7 days,1 hour or less,Agree,Really agree,Agree,Agree,None,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Agree,Really agree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,258SRZxI4wTF6m0I7gFOiO,36661704,1449
2025-03-18 08:39:43,2025-03-18 08:46:23,IP Address,70.250.181.203,100,399,True,2025-03-18 08:46:23,R_3GD1eVCniMTYdjs,,,,,30.3722,-88.5246,anonymous,EN,YES,15,7 days,2 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Really agree,Really disagree,Really disagree,Really agree,Amy,Disagree,Disagree,Disagree,I don't know,Disagree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really disagree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3adGx0bWTJhFebNbrtkgd3,36661704,1449
2025-03-18 08:57:00,2025-03-18 08:59:31,IP Address,97.75.132.89,100,151,True,2025-03-18 08:59:32,R_3K2T2bWI6ETFzBu,,,,,36.002,-80.0004,anonymous,EN,YES,8,1 day,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Blippi,I don't know,Disagree,Agree,Disagree,Disagree,I don't know,Disagree,Disagree,Disagree,Agree,I don't know,Agree,Agree,I don't know,Agree,I don't know,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7pDeEKxdVyWbd37OTptyBf,36661704,1449
2025-03-18 09:02:02,2025-03-18 09:04:45,IP Address,99.118.24.178,100,163,True,2025-03-18 09:04:46,R_5BxRZevxhnAW5xw,,,,,33.6026,-84.4769,anonymous,EN,YES,10,6 days,45 minutes or less,Gaming/Let's Play,,6 days,15 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't have one.,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1ifFrTB3SVltq1GDkSdHRa,36661704,1449
2025-03-18 10:16:32,2025-03-18 10:29:13,IP Address,76.38.93.111,100,761,True,2025-03-18 10:29:14,R_5UabCHZfQikgtzw,,,,,34.9541,-78.7395,anonymous,EN,YES,14,6 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Really disagree,Really disagree,Really disagree,Really disagree,meatcanyon,Disagree,Disagree,Disagree,Really disagree,Agree,I don't know,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,I don't know,Very often,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2s46YNEPv8tXSjpcPUviMi,36661704,1449
2025-03-18 11:37:47,2025-03-18 11:39:06,IP Address,167.253.80.51,100,78,True,2025-03-18 11:39:06,R_31ZCO2WhV3gc9K0,,,,,37.751,-97.822,anonymous,EN,YES,11,6 days,2 hours or less,Vlogs,,5 days,45 minutes or less,Really agree,Really agree,Really agree,Really agree,Beast,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7MDZ7aGa0uROh0LXHHodhX,36661704,1449
2025-03-18 11:31:52,2025-03-18 11:44:26,IP Address,70.115.109.168,100,754,True,2025-03-18 11:44:27,R_5P2bmMz9NoaH2Dg,,,,,32.9473,-96.7028,anonymous,EN,YES,12,5 days,2 hours or less,Crafts/do-it-yourself (DIY),,5 days,2 hours or less,Agree,Disagree,Disagree,Disagree,I do not have a favorite You Tuber,Disagree,Disagree,Agree,Agree,Disagree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,I don't know,I don't know,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3T5CAUow0yFWyauex69dqd,36661704,1449
2025-03-18 11:40:26,2025-03-18 11:45:15,IP Address,68.133.91.220,100,289,True,2025-03-18 11:45:16,R_52xqLrmXzq3eyuD,,,,,42.9685,-78.7492,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1.5 hours or less,Agree,Really agree,Agree,Really agree,great for me,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6uj4aXgTyzIdbviWHXgTiC,36661704,1449
2025-03-18 12:07:36,2025-03-18 12:12:03,IP Address,174.242.77.16,100,267,True,2025-03-18 12:12:03,R_3DOAkwNOQGok0wq,,,,,42.3603,-71.0818,anonymous,EN,YES,10,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Agree,Really agree,Mr. Beast,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3nGQavFJhkaLWUDX7CLhHr,36661704,1449
2025-03-18 12:22:18,2025-03-18 12:23:20,IP Address,,100,61,True,2025-03-18 12:23:20,R_3dKxuBpypWroYjo,,,,,,,anonymous,EN,YES,8,3 days,30 minutes or less,Other,Games,3 days,30 minutes or less,,,,,"Nobody ",I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,0xGWuiqMJPzTNtw7ooopEF,36661704,1449
2025-03-18 12:22:42,2025-03-18 12:26:22,IP Address,47.32.149.20,100,220,True,2025-03-18 12:26:22,R_7n8yuJoDjhp8wnp,,,,,37.7399,-120.9347,anonymous,EN,YES,9,2 days,,,,,,Disagree,Neither agree nor disagree,Really agree,Really agree,Barbie fashion,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Rarely,I don't know,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Uq8BB2qF8BqGuNjWn7P3o,36661704,1449
2025-03-18 12:37:18,2025-03-18 12:40:09,IP Address,73.50.232.175,100,171,True,2025-03-18 12:40:10,R_7c6mvHf7diSvwlk,,,,,41.8229,-86.2566,anonymous,EN,YES,12,7 days,More than 2 hours,Gaming/Let's Play,,6 days,2 hours or less,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Preston,I don't know,Agree,Really agree,Agree,Really disagree,Disagree,I don't know,Disagree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1rYw332Ejl9wjkZGqHIVWj,36661704,1449
2025-03-18 12:37:23,2025-03-18 12:43:29,IP Address,209.215.133.1,100,365,True,2025-03-18 12:43:29,R_19oXU7uo6GjjM4z,,,,,43.0477,-88.004,anonymous,EN,YES,13,5 days,30 minutes or less,Crafts/do-it-yourself (DIY),,5 days,30 minutes or less,Really agree,Disagree,Disagree,Disagree,Raw fam,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,51tjiJFUFLESAVbgmZHwPt,36661704,1449
2025-03-18 12:50:59,2025-03-18 12:53:58,IP Address,167.253.80.119,100,179,True,2025-03-18 12:53:58,R_7EZfc3VBFStjmkF,,,,,37.751,-97.822,anonymous,EN,YES,10,7 days,45 minutes or less,Educational,,7 days,1 hour or less,Agree,Agree,Neither agree nor disagree,Agree,MrBeast,Disagree,Disagree,Disagree,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5bj5zZsnKQXzRivELu4h6r,36661704,1449
2025-03-18 12:48:57,2025-03-18 12:57:32,IP Address,172.58.134.20,100,515,True,2025-03-18 12:57:33,R_5d6DO6ijCcn9FlL,,,,,25.8153,-80.3577,anonymous,EN,YES,11,7 days,1 hour or less,Vlogs,,7 days,1 hour or less,Agree,Agree,Really agree,Really agree,kids diana show,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,I don't know,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Neither agree nor disagree,Really agree,Disagree,Really agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6xUhmOzZ89u25YBadrDgGU,36661704,1449
2025-03-18 12:53:13,2025-03-18 13:12:22,IP Address,23.115.147.230,100,1148,True,2025-03-18 13:12:22,R_1g7ycHzG0RTv6SQ,,,,,26.4141,-80.0972,anonymous,EN,YES,12,7 days,More than 2 hours,Vlogs,,7 days,2 hours or less,Agree,Agree,Really agree,Agree,"Kai Cenat ",Disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,I don't know,Really agree,Really agree,Agree,Agree,Really disagree,Very often,More people who DO have the same skin color as me,Agree,Agree,Neither agree nor disagree,Really disagree,Really disagree,Neither agree nor disagree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6gBZ3VeFiuGd9ObTDIhziS,36661704,1449
2025-03-18 13:16:15,2025-03-18 13:17:33,IP Address,75.140.39.130,100,77,True,2025-03-18 13:17:33,R_5aELFk6H6nfR9Gk,,,,,39.5502,-119.7207,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Really agree,Agree,Disagree,Neither agree nor disagree,hellhades,Really agree,Agree,Agree,Really agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5MJU5OZUBH4Mtuzt78bEWX,36661704,1449
2025-03-18 13:17:57,2025-03-18 13:24:51,IP Address,107.198.47.4,100,413,True,2025-03-18 13:24:52,R_7dgUarUmez3DynT,,,,,33.3601,-82.0084,anonymous,EN,YES,8,5 days,45 minutes or less,Educational,,5 days,45 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Really disagree,Really agree,Ryan's World,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4UmIvwUwjDCXEh5J7dQcRN,36661704,1449
2025-03-18 13:31:25,2025-03-18 13:33:16,IP Address,172.56.32.112,100,111,True,2025-03-18 13:33:17,R_6KPB2Ly3osQ9AEF,,,,,38.9635,-76.9672,anonymous,EN,YES,12,7 days,More than 2 hours,Vlogs,,7 days,More than 2 hours,Agree,Really agree,Agree,Really agree,MR BREAST,Agree,I don't know,Agree,Really agree,Agree,Agree,Really agree,Agree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Agree,Really agree,Agree,Neither agree nor disagree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3lvDX7QJQgguDlNPWfCfJz,36661704,1449
2025-03-18 13:40:25,2025-03-18 13:40:58,IP Address,,100,33,True,2025-03-18 13:40:59,R_6jPpxscKVPk2BEd,,,,,,,anonymous,EN,NO,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,4uAcpTTXdBPljdVHulm4le,36661704,1449
2025-03-18 13:57:36,2025-03-18 13:59:53,IP Address,71.46.254.131,100,137,True,2025-03-18 13:59:54,R_6GEofDvp5c6L3hM,,,,,28.4627,-81.3954,anonymous,EN,YES,13,7 days,45 minutes or less,Gaming/Let's Play,,7 days,45 minutes or less,Really agree,Agree,Neither agree nor disagree,Really agree,Jhon,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Neither agree nor disagree,Agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,37nueDMWiPpmxosWiyrwix,36661704,1449
2025-03-18 14:02:35,2025-03-18 14:05:52,IP Address,198.109.124.3,100,197,True,2025-03-18 14:05:53,R_553u5wLXECvQJIB,,,,,42.3761,-83.0775,anonymous,EN,YES,8,7 days,2 hours or less,Gaming/Let's Play,,7 days,45 minutes or less,Disagree,Disagree,Disagree,Disagree,"Jim Cornette ",Really disagree,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,Disagree,Agree,Agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7iqOehQO9agHzTsZdmCnPG,36661704,1449
2025-03-18 14:11:48,2025-03-18 14:20:58,IP Address,107.77.223.6,100,550,True,2025-03-18 14:20:58,R_5Pzd0d8CrfBNj4q,,,,,40.7126,-74.0066,anonymous,EN,YES,14,4 days,45 minutes or less,Gaming/Let's Play,,5 days,1.5 hours or less,Really agree,Really agree,Agree,Really agree,pewdiepie,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2RAdvmSOK4tTrHBk1bOtiy,36661704,1449
2025-03-18 14:28:47,2025-03-18 14:32:08,IP Address,152.86.156.211,100,201,True,2025-03-18 14:32:08,R_6mOW7dysOjfCPlr,,,,,36.1041,-89.2492,anonymous,EN,YES,10,7 days,2 hours or less,Crafts/do-it-yourself (DIY),,7 days,1 hour or less,Really disagree,Really disagree,Disagree,Neither agree nor disagree,"Brittany ",I don't know,Agree,Agree,Agree,Agree,Disagree,I don't know,I don't know,Agree,Agree,I don't know,Agree,Agree,I don't know,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Agree,Really disagree,Agree,Really agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2fQWYBvevRRQVtCpcMOfew,36661704,1449
2025-03-18 14:56:52,2025-03-18 15:01:36,IP Address,72.158.7.49,100,284,True,2025-03-18 15:01:37,R_7qNCpXpShAyBwx2,,,,,39.0013,-76.888,anonymous,EN,YES,8,7 days,More than 2 hours,Makeup/Fashion,,7 days,2 hours or less,Really disagree,Really disagree,Really disagree,Really disagree,Jo Jo siwa,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Disagree,Disagree,Really agree,Really disagree,Really agree,Disagree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1odRpKe2e2fgEaIvOMLTJ9,36661704,1449
2025-03-18 15:37:55,2025-03-18 15:46:29,IP Address,75.248.97.134,100,514,True,2025-03-18 15:46:30,R_6IRXPmyhJDxQpMt,,,,,35.1947,-80.744,anonymous,EN,YES,11,3 days,1 hour or less,Gaming/Let's Play,,3 days,1 hour or less,Really agree,Neither agree nor disagree,Really disagree,Disagree,"I don’t have a favorite ",I don't know,I don't know,I don't know,Agree,I don't know,Agree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5iLLhB9BrP43zB9rHYp8eM,36661704,1449
2025-03-18 16:44:28,2025-03-18 16:52:34,IP Address,12.74.238.134,100,486,True,2025-03-18 16:52:35,R_7HUDiP1HliNRvjg,,,,,42.3673,-83.1329,anonymous,EN,YES,11,6 days,2 hours or less,Makeup/Fashion,,6 days,1.5 hours or less,Disagree,Disagree,Really disagree,Really disagree,Ryan,Agree,Disagree,Agree,Agree,Disagree,Agree,I don't know,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3IUGzmsacJzlb7Vo4Js3ML,36661704,1449
2025-03-18 16:56:13,2025-03-18 16:56:47,IP Address,,100,33,True,2025-03-18 16:56:47,R_3uxWFFqCQJS09rz,,,,,,,anonymous,EN,NO,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,6NtEoBFwv6C5YKYHAuHuG6,36661704,1449
2025-03-18 17:34:56,2025-03-18 17:41:44,IP Address,24.6.222.25,100,408,True,2025-03-18 17:41:45,R_57xvxrof51aFcke,,,,,37.9648,-121.77,anonymous,EN,YES,11,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Agree,Agree,Really agree,Agree,"Sniper Wolf ",Agree,Agree,I don't know,Disagree,Really agree,Agree,Disagree,I don't know,Really agree,Agree,Really agree,I don't know,Agree,Agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Really agree,Agree,Really agree,Agree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6ta02n6kzaBtMjcaMhFaAq,36661704,1449
