StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
3/18/25 10:16,3/18/25 10:29,IP Address,100,761,True,3/18/25 10:29,R_5UabCHZfQikgtzw,anonymous,EN,YES,14,6 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Really disagree,Really disagree,Really disagree,Really disagree,meatcanyon,Disagree,Disagree,Disagree,Really disagree,Agree,I don't know,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,I don't know,Very often,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2s46YNEPv8tXSjpcPUviMi,36661704,1449
3/18/25 11:37,3/18/25 11:39,IP Address,100,78,True,3/18/25 11:39,R_31ZCO2WhV3gc9K0,anonymous,EN,YES,11,6 days,2 hours or less,Vlogs,,5 days,45 minutes or less,Really agree,Really agree,Really agree,Really agree,Beast,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7MDZ7aGa0uROh0LXHHodhX,36661704,1449
3/18/25 11:31,3/18/25 11:44,IP Address,100,754,True,3/18/25 11:44,R_5P2bmMz9NoaH2Dg,anonymous,EN,YES,12,5 days,2 hours or less,Crafts/do-it-yourself (DIY),,5 days,2 hours or less,Agree,Disagree,Disagree,Disagree,I do not have a favorite You Tuber,Disagree,Disagree,Agree,Agree,Disagree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,I don't know,I don't know,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3T5CAUow0yFWyauex69dqd,36661704,1449
3/18/25 11:40,3/18/25 11:45,IP Address,100,289,True,3/18/25 11:45,R_52xqLrmXzq3eyuD,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1.5 hours or less,Agree,Really agree,Agree,Really agree,great for me,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6uj4aXgTyzIdbviWHXgTiC,36661704,1449
3/18/25 12:07,3/18/25 12:12,IP Address,100,267,True,3/18/25 12:12,R_3DOAkwNOQGok0wq,anonymous,EN,YES,10,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Agree,Really agree,Mr. Beast,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3nGQavFJhkaLWUDX7CLhHr,36661704,1449
3/18/25 12:22,3/18/25 12:26,IP Address,100,220,True,3/18/25 12:26,R_7n8yuJoDjhp8wnp,anonymous,EN,YES,9,2 days,,,,,,Disagree,Neither agree nor disagree,Really agree,Really agree,Barbie fashion,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Rarely,I don't know,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Uq8BB2qF8BqGuNjWn7P3o,36661704,1449
3/18/25 12:37,3/18/25 12:40,IP Address,100,171,True,3/18/25 12:40,R_7c6mvHf7diSvwlk,anonymous,EN,YES,12,7 days,More than 2 hours,Gaming/Let's Play,,6 days,2 hours or less,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Preston,I don't know,Agree,Really agree,Agree,Really disagree,Disagree,I don't know,Disagree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1rYw332Ejl9wjkZGqHIVWj,36661704,1449
3/18/25 12:37,3/18/25 12:43,IP Address,100,365,True,3/18/25 12:43,R_19oXU7uo6GjjM4z,anonymous,EN,YES,13,5 days,30 minutes or less,Crafts/do-it-yourself (DIY),,5 days,30 minutes or less,Really agree,Disagree,Disagree,Disagree,Raw fam,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,51tjiJFUFLESAVbgmZHwPt,36661704,1449
3/18/25 12:50,3/18/25 12:53,IP Address,100,179,True,3/18/25 12:53,R_7EZfc3VBFStjmkF,anonymous,EN,YES,10,7 days,45 minutes or less,Educational,,7 days,1 hour or less,Agree,Agree,Neither agree nor disagree,Agree,MrBeast,Disagree,Disagree,Disagree,I don't know,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5bj5zZsnKQXzRivELu4h6r,36661704,1449
3/18/25 12:48,3/18/25 12:57,IP Address,100,515,True,3/18/25 12:57,R_5d6DO6ijCcn9FlL,anonymous,EN,YES,11,7 days,1 hour or less,Vlogs,,7 days,1 hour or less,Agree,Agree,Really agree,Really agree,kids diana show,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,I don't know,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Neither agree nor disagree,Really agree,Disagree,Really agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6xUhmOzZ89u25YBadrDgGU,36661704,1449
3/18/25 12:53,3/18/25 13:12,IP Address,100,1148,True,3/18/25 13:12,R_1g7ycHzG0RTv6SQ,anonymous,EN,YES,12,7 days,More than 2 hours,Vlogs,,7 days,2 hours or less,Agree,Agree,Really agree,Agree,Kai Cenat ,Disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,I don't know,Really agree,Really agree,Agree,Agree,Really disagree,Very often,More people who DO have the same skin color as me,Agree,Agree,Neither agree nor disagree,Really disagree,Really disagree,Neither agree nor disagree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6gBZ3VeFiuGd9ObTDIhziS,36661704,1449
3/18/25 13:16,3/18/25 13:17,IP Address,100,77,True,3/18/25 13:17,R_5aELFk6H6nfR9Gk,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Really agree,Agree,Disagree,Neither agree nor disagree,hellhades,Really agree,Agree,Agree,Really agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5MJU5OZUBH4Mtuzt78bEWX,36661704,1449
3/18/25 13:17,3/18/25 13:24,IP Address,100,413,True,3/18/25 13:24,R_7dgUarUmez3DynT,anonymous,EN,YES,8,5 days,45 minutes or less,Educational,,5 days,45 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Really disagree,Really agree,Ryan's World,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4UmIvwUwjDCXEh5J7dQcRN,36661704,1449
3/18/25 13:31,3/18/25 13:33,IP Address,100,111,True,3/18/25 13:33,R_6KPB2Ly3osQ9AEF,anonymous,EN,YES,12,7 days,More than 2 hours,Vlogs,,7 days,More than 2 hours,Agree,Really agree,Agree,Really agree,MR BREAST,Agree,I don't know,Agree,Really agree,Agree,Agree,Really agree,Agree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Neither agree nor disagree,Agree,Really agree,Agree,Neither agree nor disagree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3lvDX7QJQgguDlNPWfCfJz,36661704,1449
3/18/25 13:57,3/18/25 13:59,IP Address,100,137,True,3/18/25 13:59,R_6GEofDvp5c6L3hM,anonymous,EN,YES,13,7 days,45 minutes or less,Gaming/Let's Play,,7 days,45 minutes or less,Really agree,Agree,Neither agree nor disagree,Really agree,Jhon,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Neither agree nor disagree,Agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,37nueDMWiPpmxosWiyrwix,36661704,1449
3/18/25 14:02,3/18/25 14:05,IP Address,100,197,True,3/18/25 14:05,R_553u5wLXECvQJIB,anonymous,EN,YES,8,7 days,2 hours or less,Gaming/Let's Play,,7 days,45 minutes or less,Disagree,Disagree,Disagree,Disagree,Jim Cornette ,Really disagree,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,Disagree,Agree,Agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7iqOehQO9agHzTsZdmCnPG,36661704,1449
3/18/25 14:11,3/18/25 14:20,IP Address,100,550,True,3/18/25 14:20,R_5Pzd0d8CrfBNj4q,anonymous,EN,YES,14,4 days,45 minutes or less,Gaming/Let's Play,,5 days,1.5 hours or less,Really agree,Really agree,Agree,Really agree,pewdiepie,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2RAdvmSOK4tTrHBk1bOtiy,36661704,1449
3/18/25 14:28,3/18/25 14:32,IP Address,100,201,True,3/18/25 14:32,R_6mOW7dysOjfCPlr,anonymous,EN,YES,10,7 days,2 hours or less,Crafts/do-it-yourself (DIY),,7 days,1 hour or less,Really disagree,Really disagree,Disagree,Neither agree nor disagree,Brittany ,I don't know,Agree,Agree,Agree,Agree,Disagree,I don't know,I don't know,Agree,Agree,I don't know,Agree,Agree,I don't know,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Agree,Really disagree,Agree,Really agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2fQWYBvevRRQVtCpcMOfew,36661704,1449
3/18/25 14:56,3/18/25 15:01,IP Address,100,284,True,3/18/25 15:01,R_7qNCpXpShAyBwx2,anonymous,EN,YES,8,7 days,More than 2 hours,Makeup/Fashion,,7 days,2 hours or less,Really disagree,Really disagree,Really disagree,Really disagree,Jo Jo siwa,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Disagree,Disagree,Really agree,Really disagree,Really agree,Disagree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1odRpKe2e2fgEaIvOMLTJ9,36661704,1449
3/18/25 15:37,3/18/25 15:46,IP Address,100,514,True,3/18/25 15:46,R_6IRXPmyhJDxQpMt,anonymous,EN,YES,11,3 days,1 hour or less,Gaming/Let's Play,,3 days,1 hour or less,Really agree,Neither agree nor disagree,Really disagree,Disagree,I don’t have a favorite ,I don't know,I don't know,I don't know,Agree,I don't know,Agree,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5iLLhB9BrP43zB9rHYp8eM,36661704,1449
3/18/25 16:44,3/18/25 16:52,IP Address,100,486,True,3/18/25 16:52,R_7HUDiP1HliNRvjg,anonymous,EN,YES,11,6 days,2 hours or less,Makeup/Fashion,,6 days,1.5 hours or less,Disagree,Disagree,Really disagree,Really disagree,Ryan,Agree,Disagree,Agree,Agree,Disagree,Agree,I don't know,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3IUGzmsacJzlb7Vo4Js3ML,36661704,1449
3/18/25 17:34,3/18/25 17:41,IP Address,100,408,True,3/18/25 17:41,R_57xvxrof51aFcke,anonymous,EN,YES,11,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Agree,Agree,Really agree,Agree,Sniper Wolf ,Agree,Agree,I don't know,Disagree,Really agree,Agree,Disagree,I don't know,Really agree,Agree,Really agree,I don't know,Agree,Agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Really agree,Agree,Really agree,Agree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6ta02n6kzaBtMjcaMhFaAq,36661704,1449
3/18/25 17:46,3/18/25 17:49,IP Address,100,158,True,3/18/25 17:49,R_5It2QDFY96AH27T,anonymous,EN,YES,12,4 days,30 minutes or less,Crafts/do-it-yourself (DIY),,2 days,15 minutes or less,Disagree,Neither agree nor disagree,Disagree,Agree,Sis vs bro,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3NOs8fbfYJ7WYNdWznSbqR,36661704,1449
3/18/25 17:51,3/18/25 17:54,IP Address,100,216,True,3/18/25 17:54,R_6QsShyLULfrEKVf,anonymous,EN,YES,13,3 days,1 hour or less,Other,Cartoon ,Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I mostly watch cartoons ,Disagree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1Fq9NILu8o65pJny2Q4lFv,36661704,1449
3/19/25 8:27,3/19/25 8:30,IP Address,100,168,True,3/19/25 8:30,R_3qwO89lC9CDCypX,anonymous,EN,YES,12,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Disagree,Neither agree nor disagree,Disagree,Disagree,Funneh,I don't know,Agree,Agree,I don't know,I don't know,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2hSw1LK8LpUidZUqqwDjUU,36661704,1449
3/19/25 8:30,3/19/25 8:34,IP Address,100,244,True,3/19/25 8:34,R_6jI1nlnMb6EuTro,anonymous,EN,YES,14,6 days,2 hours or less,Vlogs,,7 days,2 hours or less,Agree,Really agree,Neither agree nor disagree,Agree,Mark Weins,Disagree,Agree,Really disagree,Really disagree,Disagree,I don't know,Disagree,Agree,Disagree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Disagree,Very often,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Y97McxB7dhOAb577hp0JW,36661704,1449
3/19/25 8:29,3/19/25 8:36,IP Address,100,392,True,3/19/25 8:36,R_71WizyD5MF045tT,anonymous,EN,YES,13,7 days,More than 2 hours,Vlogs,,7 days,1 hour or less,Disagree,Disagree,Disagree,Disagree,None,I don't know,I don't know,Disagree,Disagree,I don't know,I don't know,Disagree,I don't know,Disagree,Agree,I don't know,Disagree,I don't know,Disagree,Disagree,Disagree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3rxIr25EflB0hI3v6AWr5s,36661704,1449
3/19/25 8:39,3/19/25 8:43,IP Address,100,247,True,3/19/25 8:43,R_5QJiOwkyT5mExl3,anonymous,EN,YES,12,4 days,45 minutes or less,Gaming/Let's Play,,4 days,15 minutes or less,Disagree,Disagree,Disagree,Disagree,I dont know any,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,I don't know,Agree,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1gXF77WgZzp9FTny27lTjF,36661704,1449
3/19/25 8:44,3/19/25 8:48,IP Address,100,218,True,3/19/25 8:48,R_5k53bDdBLYIu67w,anonymous,EN,YES,12,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Mongo,I don't know,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Agree,Really agree,Agree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ZK4dIKv7Tnxv2Q1v9sPjI,36661704,1449
3/19/25 8:35,3/19/25 8:48,IP Address,100,784,True,3/19/25 8:48,R_7pfBEG35z4E1aeN,anonymous,EN,YES,11,Never,,,,,,Neither agree nor disagree,Agree,Really disagree,Neither agree nor disagree,I do not watch youtube,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Never,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1jDfmrksFjBrbfMji1BGSU,36661704,1449
3/19/25 8:49,3/19/25 8:54,IP Address,100,317,True,3/19/25 8:54,R_6puntwPHG0ktlTW,anonymous,EN,YES,9,7 days,More than 2 hours,Crafts/do-it-yourself (DIY),,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,nerdecrafter,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7bJudPv9cwdzDDEHdvA1HD,36661704,1449
3/19/25 8:52,3/19/25 8:55,IP Address,100,208,True,3/19/25 8:55,R_5duaKXaYRKbdhai,anonymous,EN,YES,13,7 days,1.5 hours or less,Educational,,7 days,1.5 hours or less,Agree,Agree,Neither agree nor disagree,Agree,MOVIKIDZ,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,I don't know,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,22ejLbY8bXmgEVvZlaDY91,36661704,1449
3/19/25 8:53,3/19/25 8:56,IP Address,100,210,True,3/19/25 8:56,R_6rreEwGUMYXVzOf,anonymous,EN,YES,9,7 days,30 minutes or less,Gaming/Let's Play,,7 days,15 minutes or less,Agree,Agree,Disagree,Agree,Camila ,Really agree,Really agree,Really agree,I don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6aWwY0N7wvevwLYSA5Y72A,36661704,1449
3/27/25 7:44,3/27/25 7:47,IP Address,100,145,True,3/27/25 7:47,R_7aloCKtUipux25r,anonymous,EN,YES,13,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Agree,Agree,Really agree,Agree,Juliet,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1FUfprvBLoPj7J5aoyZ3ki,36661704,1449
3/27/25 7:45,3/27/25 7:49,IP Address,100,224,True,3/27/25 7:49,R_35oM3Vx1W96sTOV,anonymous,EN,YES,9,7 days,More than 2 hours,Educational,,7 days,1 hour or less,Really agree,Really agree,Agree,Agree,cocomelon,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0TdgASE2Vr21Udvh3LFJlC,36661704,1449
3/27/25 7:52,3/27/25 7:54,IP Address,100,127,True,3/27/25 7:55,R_3myBetwB6tVTKYp,anonymous,EN,YES,13,Never,,,,,,Neither agree nor disagree,Agree,Disagree,Agree,Clawed Beauty,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5uU2SSUoVssImSusjbJXiE,36661704,1449
3/27/25 7:54,3/27/25 7:58,IP Address,100,241,True,3/27/25 7:58,R_5ErYHICbYIVxSso,anonymous,EN,YES,11,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Agree,Really agree,Really agree,Really agree,Mr beast,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,I don't know,Agree,I don't know,Really disagree,Agree,I don't know,I don't know,Agree,I don't know,Agree,I don't know,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,04CobqBPKzIaZD8coNy9Lo,36661704,1449
3/27/25 7:54,3/27/25 7:58,IP Address,100,256,True,3/27/25 7:58,R_51vs4SXPgeKcsRc,anonymous,EN,YES,11,7 days,More than 2 hours,Other,Depends on mood,7 days,1 hour or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Alicgib,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5l8pwyieVoFtwaaji4eBTT,36661704,1449
